transaction_id,timestamp,amount,merchant_category,channel,country,customer_age,customer_tenure_months,is_night,label_fraud
95,2024-01-04 23:00:00,43.78,travel,mobile,CA,22,23,0,0
96,2024-01-05 00:00:00,31.61,ecommerce,pos,CA,32,111,1,0
97,2024-01-05 01:00:00,29.77,grocery,web,CA,39,225,1,0
98,2024-01-05 02:00:00,52.95,grocery,web,CA,81,21,1,0
99,2024-01-05 03:00:00,48.96,restaurant,atm,IN,35,562,1,0
100,2024-01-05 04:00:00,36.62,restaurant,pos,MX,40,137,1,0
101,2024-01-05 05:00:00,202.65,electronics,pos,CA,35,230,1,0
102,2024-01-05 06:00:00,24.43,ecommerce,mobile,CA,44,405,0,0
103,2024-01-05 07:00:00,42.39,restaurant,mobile,CA,85,21,0,0
104,2024-01-05 08:00:00,99.46,electronics,mobile,US,23,382,0,1
105,2024-01-05 09:00:00,109.97,electronics,pos,CA,49,60,0,0
106,2024-01-05 10:00:00,19.7,fuel,pos,CA,59,542,0,0
107,2024-01-05 11:00:00,25.47,ecommerce,mobile,MX,26,415,0,0
108,2024-01-05 12:00:00,10.97,grocery,web,FR,21,201,0,0
109,2024-01-05 13:00:00,36.43,restaurant,web,FR,84,420,0,0
110,2024-01-05 14:00:00,42.73,fuel,pos,FR,36,188,0,0
111,2024-01-05 15:00:00,29.15,grocery,pos,CA,34,69,0,0
112,2024-01-05 16:00:00,59.26,ecommerce,atm,GB,41,5,0,0
113,2024-01-05 17:00:00,14.28,fuel,mobile,IN,22,131,0,0
114,2024-01-05 18:00:00,51.52,grocery,pos,CA,27,425,0,0
115,2024-01-05 19:00:00,28.83,restaurant,atm,CA,19,338,0,0
116,2024-01-05 20:00:00,70.72,electronics,web,CA,54,164,0,0
117,2024-01-05 21:00:00,214.28,electronics,pos,IN,49,412,0,0
118,2024-01-05 22:00:00,107.32,ecommerce,web,IN,36,233,0,0
119,2024-01-05 23:00:00,34.26,travel,mobile,GB,80,94,0,0
120,2024-01-06 00:00:00,142.67,travel,web,CA,38,408,1,0
121,2024-01-06 01:00:00,57.62,travel,web,IN,19,274,1,0
122,2024-01-06 02:00:00,37.14,grocery,mobile,CA,24,399,1,0
123,2024-01-06 03:00:00,5.0,ecommerce,pos,CA,67,337,1,0
124,2024-01-06 04:00:00,39.12,grocery,atm,US,54,60,1,0
125,2024-01-06 05:00:00,51.81,fuel,web,GB,35,29,1,0
126,2024-01-06 06:00:00,54.36,ecommerce,web,FR,34,60,0,0
127,2024-01-06 07:00:00,11.48,grocery,mobile,CA,32,134,0,0
128,2024-01-06 08:00:00,190.55,grocery,web,CA,46,134,0,0
129,2024-01-06 09:00:00,386.32,travel,web,CA,65,552,0,0
130,2024-01-06 10:00:00,20.31,grocery,mobile,CA,61,470,0,0
131,2024-01-06 11:00:00,21.58,restaurant,atm,FR,68,528,0,0
132,2024-01-06 12:00:00,22.95,travel,mobile,CA,20,285,0,0
133,2024-01-06 13:00:00,91.96,ecommerce,mobile,CA,56,193,0,0
134,2024-01-06 14:00:00,39.8,travel,pos,CA,69,242,0,0
135,2024-01-06 15:00:00,59.67,grocery,web,MX,31,521,0,0
136,2024-01-06 16:00:00,68.73,restaurant,web,FR,57,213,0,0
137,2024-01-06 17:00:00,25.63,fuel,pos,CA,18,380,0,0
138,2024-01-06 18:00:00,37.7,electronics,mobile,CA,79,86,0,0
139,2024-01-06 19:00:00,100.82,grocery,pos,IN,68,589,0,0
140,2024-01-06 20:00:00,27.35,fuel,pos,US,60,385,0,0
141,2024-01-06 21:00:00,29.69,fuel,pos,CA,58,580,0,0
142,2024-01-06 22:00:00,11.8,restaurant,pos,CA,63,177,0,0
143,2024-01-06 23:00:00,32.48,fuel,pos,IN,46,370,0,0
144,2024-01-07 00:00:00,22.74,fuel,web,MX,83,164,1,0
145,2024-01-07 01:00:00,18.17,ecommerce,web,CA,32,281,1,0
146,2024-01-07 02:00:00,200.6,ecommerce,pos,CA,73,194,1,0
147,2024-01-07 03:00:00,132.96,fuel,pos,CA,69,85,1,0
148,2024-01-07 04:00:00,150.16,ecommerce,mobile,CA,74,265,1,0
149,2024-01-07 05:00:00,71.6,grocery,pos,CA,22,318,1,0
150,2024-01-07 06:00:00,481.25,electronics,web,CA,48,94,0,1
151,2024-01-07 07:00:00,10.63,restaurant,web,CA,61,239,0,0
152,2024-01-07 08:00:00,12.62,grocery,web,CA,60,56,0,0
153,2024-01-07 09:00:00,18.8,fuel,mobile,CA,64,388,0,0
154,2024-01-07 10:00:00,42.83,grocery,web,CA,61,188,0,0
155,2024-01-07 11:00:00,104.89,travel,atm,GB,33,53,0,0
156,2024-01-07 12:00:00,23.98,ecommerce,mobile,CA,74,308,0,0
157,2024-01-07 13:00:00,137.19,travel,pos,FR,50,501,0,0
158,2024-01-07 14:00:00,90.27,electronics,pos,FR,84,595,0,0
159,2024-01-07 15:00:00,209.55,electronics,pos,IN,53,581,0,0
160,2024-01-07 16:00:00,34.1,grocery,web,CA,54,104,0,0
161,2024-01-07 17:00:00,5.0,restaurant,web,CA,58,125,0,0
162,2024-01-07 18:00:00,84.96,ecommerce,pos,US,77,536,0,0
163,2024-01-07 19:00:00,136.02,grocery,pos,CA,79,380,0,0
164,2024-01-07 20:00:00,28.02,fuel,web,CA,57,326,0,0
165,2024-01-07 21:00:00,146.0,ecommerce,mobile,CA,55,481,0,0
166,2024-01-07 22:00:00,62.38,electronics,mobile,US,21,38,0,1
167,2024-01-07 23:00:00,163.52,electronics,atm,GB,22,333,0,1
168,2024-01-08 00:00:00,30.73,ecommerce,pos,CA,68,344,1,0
169,2024-01-08 01:00:00,21.87,restaurant,web,IN,41,562,1,0
170,2024-01-08 02:00:00,48.45,ecommerce,atm,GB,47,280,1,0
171,2024-01-08 03:00:00,41.92,fuel,mobile,CA,60,307,1,0
172,2024-01-08 04:00:00,28.6,ecommerce,web,CA,33,481,1,0
173,2024-01-08 05:00:00,7.3,restaurant,web,CA,40,162,1,0
174,2024-01-08 06:00:00,50.01,grocery,pos,IN,20,42,0,0
175,2024-01-08 07:00:00,48.35,grocery,mobile,MX,70,283,0,0
176,2024-01-08 08:00:00,66.46,ecommerce,web,MX,52,366,0,0
177,2024-01-08 09:00:00,63.21,restaurant,web,MX,30,293,0,0
178,2024-01-08 10:00:00,22.75,restaurant,web,CA,58,424,0,0
179,2024-01-08 11:00:00,126.6,electronics,web,IN,27,152,0,0
180,2024-01-08 12:00:00,19.92,restaurant,pos,IN,71,8,0,0
181,2024-01-08 13:00:00,21.63,restaurant,mobile,MX,33,472,0,0
182,2024-01-08 14:00:00,37.08,fuel,web,CA,36,511,0,0
183,2024-01-08 15:00:00,461.86,ecommerce,pos,CA,77,371,0,0
184,2024-01-08 16:00:00,191.69,electronics,web,CA,68,188,0,1
185,2024-01-08 17:00:00,223.64,travel,atm,CA,64,222,0,0
186,2024-01-08 18:00:00,120.47,ecommerce,web,US,58,288,0,0
187,2024-01-08 19:00:00,5.0,grocery,web,GB,53,253,0,0
188,2024-01-08 20:00:00,130.98,electronics,web,IN,31,134,0,0
189,2024-01-08 21:00:00,136.28,ecommerce,mobile,CA,38,223,0,0
190,2024-01-08 22:00:00,29.45,restaurant,mobile,CA,83,179,0,0
191,2024-01-08 23:00:00,57.77,ecommerce,mobile,CA,80,269,0,0
192,2024-01-09 00:00:00,14.06,grocery,pos,IN,67,225,1,0
193,2024-01-09 01:00:00,66.53,electronics,atm,GB,78,317,1,0
194,2024-01-09 02:00:00,15.47,grocery,atm,CA,72,484,1,0
195,2024-01-09 03:00:00,80.54,grocery,web,US,45,198,1,0
196,2024-01-09 04:00:00,527.31,travel,web,US,66,34,1,1
197,2024-01-09 05:00:00,155.77,restaurant,pos,CA,69,491,1,0
198,2024-01-09 06:00:00,15.24,grocery,web,CA,27,111,0,0
199,2024-01-09 07:00:00,32.91,ecommerce,pos,CA,80,557,0,0
200,2024-01-09 08:00:00,50.05,electronics,pos,CA,51,317,0,0
201,2024-01-09 09:00:00,10.92,restaurant,atm,US,39,314,0,0
202,2024-01-09 10:00:00,11.07,fuel,pos,CA,50,245,0,0
203,2024-01-09 11:00:00,20.6,grocery,web,MX,40,427,0,0
204,2024-01-09 12:00:00,71.97,grocery,pos,US,40,392,0,0
205,2024-01-09 13:00:00,31.48,ecommerce,web,CA,55,559,0,0
206,2024-01-09 14:00:00,84.52,grocery,web,IN,85,9,0,1
207,2024-01-09 15:00:00,467.32,travel,pos,CA,45,115,0,0
208,2024-01-09 16:00:00,42.34,grocery,mobile,US,32,166,0,0
209,2024-01-09 17:00:00,82.52,fuel,atm,CA,69,114,0,0
210,2024-01-09 18:00:00,28.87,electronics,web,MX,38,569,0,0
211,2024-01-09 19:00:00,82.59,travel,atm,CA,54,43,0,0
212,2024-01-09 20:00:00,38.85,grocery,mobile,CA,35,72,0,0
213,2024-01-09 21:00:00,120.14,electronics,web,CA,32,265,0,0
214,2024-01-09 22:00:00,355.7,electronics,pos,MX,35,158,0,0
215,2024-01-09 23:00:00,40.0,electronics,pos,US,42,199,0,0
216,2024-01-10 00:00:00,20.2,grocery,mobile,US,82,362,1,0
217,2024-01-10 01:00:00,30.35,grocery,web,CA,63,336,1,0
218,2024-01-10 02:00:00,17.12,restaurant,web,US,65,519,1,0
219,2024-01-10 03:00:00,23.5,ecommerce,mobile,US,21,271,1,0
220,2024-01-10 04:00:00,39.11,ecommerce,pos,CA,18,563,1,0
221,2024-01-10 05:00:00,21.89,fuel,mobile,CA,41,114,1,0
222,2024-01-10 06:00:00,502.24,travel,pos,CA,78,116,0,0
223,2024-01-10 07:00:00,10.9,restaurant,atm,GB,19,235,0,0
224,2024-01-10 08:00:00,125.08,ecommerce,pos,CA,70,70,0,0
225,2024-01-10 09:00:00,85.78,restaurant,pos,CA,73,17,0,0
226,2024-01-10 10:00:00,20.65,grocery,mobile,IN,36,223,0,0
227,2024-01-10 11:00:00,34.49,fuel,pos,FR,25,322,0,0
228,2024-01-10 12:00:00,229.21,travel,atm,CA,28,166,0,0
229,2024-01-10 13:00:00,47.42,grocery,mobile,IN,23,162,0,0
230,2024-01-10 14:00:00,35.27,grocery,pos,CA,75,58,0,0
231,2024-01-10 15:00:00,32.6,ecommerce,pos,FR,71,67,0,0
232,2024-01-10 16:00:00,49.55,restaurant,atm,CA,63,530,0,0
233,2024-01-10 17:00:00,97.44,travel,web,CA,24,39,0,0
234,2024-01-10 18:00:00,28.01,restaurant,mobile,IN,82,422,0,0
235,2024-01-10 19:00:00,115.13,electronics,pos,CA,64,429,0,0
236,2024-01-10 20:00:00,58.98,fuel,atm,FR,74,122,0,0
237,2024-01-10 21:00:00,557.21,electronics,web,CA,43,148,0,0
238,2024-01-10 22:00:00,16.86,grocery,mobile,CA,31,220,0,0
239,2024-01-10 23:00:00,34.35,grocery,web,IN,73,395,0,0
240,2024-01-11 00:00:00,25.84,electronics,pos,CA,21,22,1,0
241,2024-01-11 01:00:00,372.82,electronics,atm,FR,30,490,1,1
242,2024-01-11 02:00:00,62.48,ecommerce,atm,FR,28,204,1,0
243,2024-01-11 03:00:00,20.85,fuel,web,CA,23,300,1,0
244,2024-01-11 04:00:00,143.06,travel,atm,CA,55,546,1,0
245,2024-01-11 05:00:00,29.94,restaurant,pos,CA,33,79,1,0
246,2024-01-11 06:00:00,70.64,travel,pos,CA,83,569,0,0
247,2024-01-11 07:00:00,174.95,ecommerce,pos,CA,81,369,0,0
248,2024-01-11 08:00:00,107.29,ecommerce,web,CA,29,256,0,0
249,2024-01-11 09:00:00,121.64,ecommerce,pos,GB,74,43,0,0
250,2024-01-11 10:00:00,74.02,travel,web,CA,20,40,0,0
251,2024-01-11 11:00:00,14.1,restaurant,pos,MX,37,491,0,0
252,2024-01-11 12:00:00,24.65,fuel,mobile,CA,62,241,0,0
253,2024-01-11 13:00:00,123.38,ecommerce,mobile,CA,32,457,0,0
254,2024-01-11 14:00:00,94.33,ecommerce,mobile,CA,23,500,0,0
255,2024-01-11 15:00:00,48.81,electronics,pos,CA,28,241,0,0
256,2024-01-11 16:00:00,179.25,electronics,mobile,US,62,190,0,0
257,2024-01-11 17:00:00,13.66,grocery,pos,CA,33,161,0,0
258,2024-01-11 18:00:00,18.06,grocery,mobile,GB,34,382,0,0
259,2024-01-11 19:00:00,157.31,travel,web,GB,31,426,0,0
260,2024-01-11 20:00:00,11.41,grocery,web,CA,77,210,0,0
261,2024-01-11 21:00:00,41.29,electronics,pos,FR,78,340,0,0
262,2024-01-11 22:00:00,242.8,ecommerce,mobile,IN,72,324,0,1
263,2024-01-11 23:00:00,112.04,grocery,atm,CA,19,87,0,0
264,2024-01-12 00:00:00,214.35,restaurant,mobile,IN,35,315,1,0
265,2024-01-12 01:00:00,49.14,grocery,atm,CA,77,456,1,0
266,2024-01-12 02:00:00,107.3,ecommerce,atm,US,55,578,1,0
267,2024-01-12 03:00:00,28.49,grocery,pos,CA,20,200,1,0
268,2024-01-12 04:00:00,23.9,grocery,mobile,GB,34,143,1,0
269,2024-01-12 05:00:00,71.8,grocery,pos,FR,74,537,1,0
270,2024-01-12 06:00:00,111.6,grocery,web,IN,77,552,0,0
271,2024-01-12 07:00:00,66.5,grocery,pos,IN,46,498,0,0
272,2024-01-12 08:00:00,15.38,grocery,atm,CA,28,201,0,0
273,2024-01-12 09:00:00,194.17,travel,mobile,US,23,165,0,0
274,2024-01-12 10:00:00,49.14,electronics,pos,CA,33,375,0,0
275,2024-01-12 11:00:00,44.85,ecommerce,web,CA,72,153,0,0
276,2024-01-12 12:00:00,261.89,ecommerce,web,CA,74,462,0,0
277,2024-01-12 13:00:00,9.27,fuel,mobile,IN,35,239,0,0
278,2024-01-12 14:00:00,192.23,restaurant,atm,MX,84,196,0,0
279,2024-01-12 15:00:00,44.77,restaurant,pos,CA,77,483,0,0
280,2024-01-12 16:00:00,21.53,grocery,web,IN,85,213,0,0
281,2024-01-12 17:00:00,34.83,grocery,web,GB,69,78,0,0
282,2024-01-12 18:00:00,32.42,ecommerce,web,CA,56,477,0,1
283,2024-01-12 19:00:00,36.71,ecommerce,web,CA,84,189,0,0
284,2024-01-12 20:00:00,29.16,fuel,pos,MX,64,393,0,0
285,2024-01-12 21:00:00,44.67,ecommerce,pos,MX,74,396,0,0
286,2024-01-12 22:00:00,14.15,grocery,web,CA,45,49,0,0
287,2024-01-12 23:00:00,49.21,ecommerce,atm,CA,34,20,0,0
288,2024-01-13 00:00:00,8.36,fuel,pos,CA,56,493,1,0
289,2024-01-13 01:00:00,10.43,grocery,pos,CA,45,33,1,0
290,2024-01-13 02:00:00,31.0,electronics,mobile,CA,41,199,1,0
291,2024-01-13 03:00:00,147.43,grocery,atm,CA,65,458,1,0
292,2024-01-13 04:00:00,39.33,restaurant,web,CA,59,106,1,0
293,2024-01-13 05:00:00,56.01,grocery,pos,US,39,313,1,0
294,2024-01-13 06:00:00,27.58,restaurant,mobile,CA,34,69,0,0
295,2024-01-13 07:00:00,43.06,restaurant,web,CA,55,335,0,0
296,2024-01-13 08:00:00,78.66,restaurant,mobile,CA,40,428,0,0
297,2024-01-13 09:00:00,141.86,electronics,pos,IN,34,149,0,0
298,2024-01-13 10:00:00,430.13,electronics,pos,CA,33,169,0,0
299,2024-01-13 11:00:00,132.0,travel,pos,CA,63,319,0,0
300,2024-01-13 12:00:00,168.48,electronics,mobile,CA,46,475,0,0
301,2024-01-13 13:00:00,61.73,grocery,web,MX,41,327,0,0
302,2024-01-13 14:00:00,11.8,fuel,pos,CA,25,421,0,0
303,2024-01-13 15:00:00,28.37,fuel,web,CA,21,248,0,0
304,2024-01-13 16:00:00,5.2,restaurant,mobile,FR,65,77,0,0
305,2024-01-13 17:00:00,24.29,fuel,pos,GB,83,579,0,0
306,2024-01-13 18:00:00,46.72,ecommerce,mobile,CA,40,478,0,0
307,2024-01-13 19:00:00,100.61,travel,mobile,CA,75,29,0,1
308,2024-01-13 20:00:00,41.62,ecommerce,web,IN,58,165,0,0
309,2024-01-13 21:00:00,51.93,grocery,atm,IN,38,249,0,0
310,2024-01-13 22:00:00,12.3,fuel,mobile,MX,56,49,0,0
311,2024-01-13 23:00:00,320.31,ecommerce,pos,GB,26,515,0,0
312,2024-01-14 00:00:00,100.09,ecommerce,pos,FR,40,103,1,1
313,2024-01-14 01:00:00,29.16,ecommerce,pos,IN,67,123,1,0
314,2024-01-14 02:00:00,107.53,ecommerce,pos,CA,75,190,1,0
315,2024-01-14 03:00:00,147.04,ecommerce,web,IN,33,561,1,0
316,2024-01-14 04:00:00,83.72,ecommerce,atm,MX,79,135,1,1
317,2024-01-14 05:00:00,39.75,electronics,mobile,US,59,255,1,0
318,2024-01-14 06:00:00,449.83,ecommerce,pos,CA,33,410,0,0
319,2024-01-14 07:00:00,48.54,restaurant,web,CA,70,94,0,0
320,2024-01-14 08:00:00,8.88,restaurant,pos,GB,77,53,0,0
321,2024-01-14 09:00:00,32.95,fuel,web,US,36,55,0,0
322,2024-01-14 10:00:00,49.26,ecommerce,pos,CA,25,110,0,0
323,2024-01-14 11:00:00,27.46,fuel,atm,US,37,196,0,0
324,2024-01-14 12:00:00,9.32,restaurant,mobile,CA,69,565,0,0
325,2024-01-14 13:00:00,143.34,travel,pos,CA,22,552,0,0
326,2024-01-14 14:00:00,46.51,electronics,mobile,US,37,342,0,0
327,2024-01-14 15:00:00,19.93,fuel,web,US,39,564,0,0
328,2024-01-14 16:00:00,193.44,travel,mobile,CA,19,17,0,1
329,2024-01-14 17:00:00,39.11,ecommerce,web,CA,58,338,0,0
330,2024-01-14 18:00:00,75.67,electronics,pos,CA,72,266,0,0
331,2024-01-14 19:00:00,68.54,grocery,mobile,US,28,71,0,0
332,2024-01-14 20:00:00,44.17,electronics,pos,IN,78,332,0,0
333,2024-01-14 21:00:00,15.23,restaurant,web,GB,82,274,0,0
334,2024-01-14 22:00:00,10.59,grocery,pos,MX,77,458,0,0
335,2024-01-14 23:00:00,65.09,travel,mobile,CA,67,251,0,0
336,2024-01-15 00:00:00,36.8,grocery,mobile,CA,48,257,1,0
337,2024-01-15 01:00:00,174.74,electronics,pos,FR,31,138,1,1
338,2024-01-15 02:00:00,15.86,grocery,web,CA,80,283,1,0
339,2024-01-15 03:00:00,47.26,restaurant,mobile,CA,54,45,1,0
340,2024-01-15 04:00:00,36.01,grocery,pos,CA,48,340,1,0
341,2024-01-15 05:00:00,7.87,restaurant,web,MX,44,229,1,0
342,2024-01-15 06:00:00,115.0,electronics,mobile,CA,32,164,0,0
343,2024-01-15 07:00:00,399.9,travel,web,CA,44,223,0,0
344,2024-01-15 08:00:00,17.9,electronics,mobile,US,72,536,0,0
345,2024-01-15 09:00:00,597.33,electronics,web,CA,56,423,0,1
346,2024-01-15 10:00:00,15.76,restaurant,web,CA,44,512,0,0
347,2024-01-15 11:00:00,13.61,ecommerce,pos,GB,25,236,0,0
348,2024-01-15 12:00:00,154.6,travel,pos,IN,46,236,0,0
349,2024-01-15 13:00:00,69.21,grocery,pos,CA,32,7,0,0
350,2024-01-15 14:00:00,106.05,travel,atm,CA,45,409,0,0
351,2024-01-15 15:00:00,43.36,grocery,mobile,CA,28,12,0,0
352,2024-01-15 16:00:00,183.94,fuel,mobile,CA,82,584,0,0
353,2024-01-15 17:00:00,32.85,fuel,pos,FR,29,413,0,0
354,2024-01-15 18:00:00,399.85,fuel,web,MX,26,279,0,0
355,2024-01-15 19:00:00,85.2,fuel,mobile,CA,62,397,0,0
356,2024-01-15 20:00:00,102.94,electronics,mobile,GB,41,597,0,0
357,2024-01-15 21:00:00,127.76,electronics,pos,CA,85,96,0,0
358,2024-01-15 22:00:00,20.48,fuel,mobile,CA,45,448,0,0
359,2024-01-15 23:00:00,170.87,travel,pos,IN,62,520,0,1
360,2024-01-16 00:00:00,45.25,restaurant,pos,CA,74,352,1,0
361,2024-01-16 01:00:00,22.77,grocery,atm,CA,84,398,1,0
362,2024-01-16 02:00:00,9.46,grocery,web,FR,73,304,1,0
363,2024-01-16 03:00:00,107.59,grocery,web,CA,57,92,1,0
364,2024-01-16 04:00:00,327.81,travel,web,CA,73,589,1,0
365,2024-01-16 05:00:00,16.78,ecommerce,atm,CA,37,172,1,0
366,2024-01-16 06:00:00,114.63,electronics,pos,CA,77,231,0,0
367,2024-01-16 07:00:00,344.0,travel,mobile,CA,77,585,0,0
368,2024-01-16 08:00:00,137.92,ecommerce,pos,CA,44,34,0,0
369,2024-01-16 09:00:00,14.62,restaurant,pos,CA,22,245,0,0
370,2024-01-16 10:00:00,237.86,electronics,web,CA,64,334,0,0
371,2024-01-16 11:00:00,60.88,ecommerce,web,US,24,142,0,0
