transaction_id,timestamp,amount,merchant_category,channel,country,customer_age,customer_tenure_months,is_night,label_fraud
140,2024-01-06 20:00:00,140.47,ecommerce,web,US,31,131,0,0
141,2024-01-06 21:00:00,237.64,grocery,pos,CA,48,151,0,0
142,2024-01-06 22:00:00,24.67,grocery,atm,US,21,137,0,0
143,2024-01-06 23:00:00,136.62,fuel,web,US,39,139,1,0
144,2024-01-07 00:00:00,143.39,travel,web,CA,81,175,1,0
145,2024-01-07 01:00:00,190.36,ecommerce,pos,CA,78,177,1,0
146,2024-01-07 02:00:00,8.67,electronics,pos,CA,23,172,1,0
147,2024-01-07 03:00:00,1.16,travel,web,CA,23,113,1,1
148,2024-01-07 04:00:00,166.97,fuel,web,CA,83,233,1,0
149,2024-01-07 05:00:00,146.73,travel,mobile,CA,53,141,1,0
150,2024-01-07 06:00:00,142.54,fuel,pos,CA,32,136,0,0
151,2024-01-07 07:00:00,151.18,restaurant,mobile,CA,57,191,0,0
152,2024-01-07 08:00:00,58.8,grocery,pos,US,58,22,0,0
153,2024-01-07 09:00:00,140.9,grocery,web,CA,24,38,0,0
154,2024-01-07 10:00:00,146.38,travel,web,IN,39,27,0,1
155,2024-01-07 11:00:00,55.71,ecommerce,pos,CA,28,26,0,0
156,2024-01-07 12:00:00,287.92,electronics,web,CA,19,23,0,0
157,2024-01-07 13:00:00,162.64,fuel,pos,CA,47,120,0,0
158,2024-01-07 14:00:00,12.78,electronics,web,CA,70,103,0,0
159,2024-01-07 15:00:00,179.09,grocery,mobile,GB,38,223,0,0
160,2024-01-07 16:00:00,32.28,ecommerce,pos,CA,42,221,0,0
161,2024-01-07 17:00:00,190.84,ecommerce,mobile,CA,22,65,0,1
162,2024-01-07 18:00:00,224.27,electronics,web,CA,83,74,0,0
163,2024-01-07 19:00:00,46.14,grocery,mobile,CA,66,47,0,0
164,2024-01-07 20:00:00,206.7,electronics,pos,FR,25,61,0,0
165,2024-01-07 21:00:00,157.15,travel,mobile,CA,44,174,0,0
166,2024-01-07 22:00:00,193.99,ecommerce,pos,CA,19,132,0,0
167,2024-01-07 23:00:00,290.71,ecommerce,web,CA,45,159,1,0
168,2024-01-08 00:00:00,97.92,travel,mobile,CA,28,4,1,0
169,2024-01-08 01:00:00,52.16,grocery,pos,CA,63,29,1,0
170,2024-01-08 02:00:00,39.94,ecommerce,pos,IN,38,73,1,0
171,2024-01-08 03:00:00,46.58,restaurant,mobile,CA,59,79,1,0
172,2024-01-08 04:00:00,113.06,restaurant,web,FR,49,44,1,0
173,2024-01-08 05:00:00,150.7,restaurant,web,IN,49,233,1,0
174,2024-01-08 06:00:00,144.9,fuel,pos,CA,39,3,0,0
175,2024-01-08 07:00:00,194.45,fuel,mobile,CA,38,187,0,0
176,2024-01-08 08:00:00,121.17,grocery,pos,CA,39,79,0,0
177,2024-01-08 09:00:00,250.82,travel,mobile,CA,51,121,0,0
178,2024-01-08 10:00:00,96.18,electronics,mobile,CA,27,181,0,0
179,2024-01-08 11:00:00,364.82,grocery,mobile,CA,82,139,0,0
180,2024-01-08 12:00:00,176.31,electronics,pos,CA,82,134,0,0
181,2024-01-08 13:00:00,42.86,grocery,mobile,CA,84,47,0,0
182,2024-01-08 14:00:00,23.62,fuel,web,CA,60,7,0,0
183,2024-01-08 15:00:00,163.42,restaurant,mobile,CA,58,115,0,0
184,2024-01-08 16:00:00,99.89,travel,pos,CA,30,110,0,0
185,2024-01-08 17:00:00,184.26,fuel,mobile,CA,21,68,0,0
186,2024-01-08 18:00:00,162.59,travel,web,CA,40,213,0,0
187,2024-01-08 19:00:00,113.45,electronics,pos,US,51,1,0,0
188,2024-01-08 20:00:00,43.79,grocery,web,CA,58,184,0,0
189,2024-01-08 21:00:00,16.34,ecommerce,pos,MX,35,215,0,0
190,2024-01-08 22:00:00,79.81,ecommerce,pos,CA,50,77,0,0
191,2024-01-08 23:00:00,197.08,travel,pos,CA,42,43,1,0
192,2024-01-09 00:00:00,139.27,restaurant,web,CA,69,156,1,0
193,2024-01-09 01:00:00,7.88,restaurant,web,CA,34,157,1,0
194,2024-01-09 02:00:00,135.59,travel,web,CA,68,18,1,0
195,2024-01-09 03:00:00,154.68,fuel,pos,US,20,87,1,0
196,2024-01-09 04:00:00,40.45,ecommerce,mobile,GB,72,220,1,0
197,2024-01-09 05:00:00,133.84,fuel,mobile,FR,73,73,1,0
198,2024-01-09 06:00:00,125.24,electronics,pos,CA,52,190,0,0
199,2024-01-09 07:00:00,17.13,ecommerce,pos,CA,76,107,0,0
200,2024-01-09 08:00:00,152.2,electronics,web,CA,76,6,0,0
201,2024-01-09 09:00:00,170.47,grocery,mobile,CA,30,144,0,0
202,2024-01-09 10:00:00,217.47,fuel,mobile,US,79,229,0,0
203,2024-01-09 11:00:00,214.84,travel,web,CA,64,129,0,0
204,2024-01-09 12:00:00,3.99,ecommerce,pos,GB,20,22,0,0
205,2024-01-09 13:00:00,35.6,fuel,mobile,CA,38,46,0,0
206,2024-01-09 14:00:00,166.35,travel,web,CA,82,190,0,0
207,2024-01-09 15:00:00,166.24,grocery,pos,FR,35,151,0,0
208,2024-01-09 16:00:00,166.35,ecommerce,pos,FR,30,149,0,0
209,2024-01-09 17:00:00,466.75,electronics,web,CA,62,51,0,0
210,2024-01-09 18:00:00,171.38,grocery,web,CA,79,128,0,0
211,2024-01-09 19:00:00,222.2,restaurant,mobile,CA,47,95,0,0
212,2024-01-09 20:00:00,205.86,travel,atm,CA,31,38,0,1
213,2024-01-09 21:00:00,178.63,ecommerce,pos,CA,70,156,0,0
214,2024-01-09 22:00:00,91.63,ecommerce,atm,CA,27,44,0,0
215,2024-01-09 23:00:00,188.31,grocery,mobile,CA,48,91,1,1
216,2024-01-10 00:00:00,50.45,ecommerce,web,CA,23,167,1,0
217,2024-01-10 01:00:00,98.69,travel,mobile,CA,36,170,1,0
218,2024-01-10 02:00:00,76.32,grocery,mobile,CA,29,42,1,0
219,2024-01-10 03:00:00,127.37,electronics,pos,GB,81,60,1,0
220,2024-01-10 04:00:00,328.32,grocery,mobile,CA,72,126,1,0
221,2024-01-10 05:00:00,48.05,grocery,mobile,US,84,57,1,0
222,2024-01-10 06:00:00,181.76,electronics,mobile,CA,26,77,0,0
223,2024-01-10 07:00:00,25.14,restaurant,mobile,CA,23,96,0,0
224,2024-01-10 08:00:00,77.53,travel,web,FR,18,7,0,0
225,2024-01-10 09:00:00,218.01,restaurant,mobile,CA,59,51,0,0
226,2024-01-10 10:00:00,125.79,restaurant,mobile,CA,72,225,0,0
227,2024-01-10 11:00:00,23.0,restaurant,web,CA,66,111,0,0
228,2024-01-10 12:00:00,55.62,fuel,pos,CA,47,238,0,0
229,2024-01-10 13:00:00,181.16,restaurant,mobile,CA,52,205,0,0
230,2024-01-10 14:00:00,54.27,fuel,pos,CA,80,32,0,0
231,2024-01-10 15:00:00,139.48,electronics,mobile,CA,39,7,0,0
232,2024-01-10 16:00:00,124.1,travel,mobile,CA,60,76,0,0
233,2024-01-10 17:00:00,61.36,restaurant,pos,CA,45,168,0,0
234,2024-01-10 18:00:00,312.95,ecommerce,pos,CA,35,143,0,0
235,2024-01-10 19:00:00,177.05,electronics,pos,CA,49,59,0,0
236,2024-01-10 20:00:00,62.26,fuel,web,CA,71,113,0,0
237,2024-01-10 21:00:00,136.78,travel,mobile,CA,51,85,0,1
238,2024-01-10 22:00:00,60.44,grocery,web,CA,48,140,0,0
239,2024-01-10 23:00:00,196.72,travel,pos,US,21,77,1,1
240,2024-01-11 00:00:00,48.67,travel,web,CA,31,232,1,0
241,2024-01-11 01:00:00,109.67,restaurant,mobile,US,32,170,1,0
242,2024-01-11 02:00:00,165.45,restaurant,pos,US,77,39,1,0
243,2024-01-11 03:00:00,197.92,fuel,mobile,US,37,63,1,0
244,2024-01-11 04:00:00,11.97,fuel,pos,CA,37,130,1,0
245,2024-01-11 05:00:00,89.89,restaurant,mobile,CA,66,29,1,0
246,2024-01-11 06:00:00,77.25,restaurant,pos,US,35,61,0,0
247,2024-01-11 07:00:00,61.2,ecommerce,pos,CA,41,29,0,0
248,2024-01-11 08:00:00,278.89,ecommerce,mobile,CA,44,228,0,0
249,2024-01-11 09:00:00,156.45,electronics,web,CA,50,38,0,0
250,2024-01-11 10:00:00,6.52,restaurant,pos,CA,81,7,0,0
251,2024-01-11 11:00:00,202.61,grocery,mobile,CA,42,30,0,0
252,2024-01-11 12:00:00,310.99,ecommerce,mobile,CA,35,215,0,0
253,2024-01-11 13:00:00,212.92,fuel,pos,CA,62,115,0,0
254,2024-01-11 14:00:00,16.74,travel,web,FR,37,220,0,0
255,2024-01-11 15:00:00,76.42,electronics,mobile,FR,52,184,0,0
256,2024-01-11 16:00:00,234.02,ecommerce,mobile,US,23,215,0,1
257,2024-01-11 17:00:00,56.31,travel,pos,IN,26,164,0,0
258,2024-01-11 18:00:00,159.94,travel,web,IN,69,170,0,0
259,2024-01-11 19:00:00,189.72,ecommerce,web,MX,45,221,0,0
260,2024-01-11 20:00:00,36.58,grocery,mobile,CA,36,4,0,0
261,2024-01-11 21:00:00,114.64,grocery,pos,CA,80,212,0,0
262,2024-01-11 22:00:00,171.71,electronics,mobile,CA,24,5,0,0
263,2024-01-11 23:00:00,27.81,grocery,pos,CA,54,46,1,0
264,2024-01-12 00:00:00,97.27,electronics,mobile,US,53,75,1,1
265,2024-01-12 01:00:00,7.7,fuel,atm,CA,34,130,1,0
266,2024-01-12 02:00:00,266.92,ecommerce,pos,CA,54,105,1,0
267,2024-01-12 03:00:00,8.71,travel,pos,CA,77,54,1,0
268,2024-01-12 04:00:00,80.4,electronics,web,CA,66,108,1,0
269,2024-01-12 05:00:00,131.77,grocery,mobile,CA,73,216,1,1
270,2024-01-12 06:00:00,249.71,electronics,pos,CA,51,59,0,0
271,2024-01-12 07:00:00,9.23,restaurant,mobile,CA,47,33,0,0
272,2024-01-12 08:00:00,224.68,electronics,mobile,CA,44,22,0,0
273,2024-01-12 09:00:00,120.92,grocery,mobile,CA,68,47,0,0
274,2024-01-12 10:00:00,31.66,restaurant,mobile,US,26,134,0,0
275,2024-01-12 11:00:00,161.59,restaurant,pos,CA,37,24,0,0
276,2024-01-12 12:00:00,137.92,grocery,mobile,CA,64,221,0,0
277,2024-01-12 13:00:00,65.98,restaurant,pos,CA,36,177,0,0
278,2024-01-12 14:00:00,126.28,ecommerce,pos,US,29,224,0,0
279,2024-01-12 15:00:00,85.32,travel,pos,CA,22,117,0,0
280,2024-01-12 16:00:00,130.22,ecommerce,mobile,CA,42,239,0,0
281,2024-01-12 17:00:00,179.59,ecommerce,mobile,CA,48,222,0,0
282,2024-01-12 18:00:00,262.74,grocery,pos,US,63,238,0,0
283,2024-01-12 19:00:00,8.6,grocery,mobile,CA,51,126,0,0
284,2024-01-12 20:00:00,311.97,travel,mobile,CA,58,51,0,0
285,2024-01-12 21:00:00,55.69,electronics,web,CA,55,118,0,0
286,2024-01-12 22:00:00,106.34,ecommerce,mobile,CA,63,41,0,0
287,2024-01-12 23:00:00,172.95,restaurant,pos,CA,44,67,1,0
288,2024-01-13 00:00:00,145.29,travel,pos,CA,60,89,1,0
289,2024-01-13 01:00:00,63.96,ecommerce,mobile,CA,62,92,1,0
290,2024-01-13 02:00:00,101.27,electronics,web,MX,35,121,1,1
291,2024-01-13 03:00:00,75.63,restaurant,pos,CA,49,207,1,0
292,2024-01-13 04:00:00,66.96,ecommerce,mobile,CA,19,81,1,0
293,2024-01-13 05:00:00,196.46,fuel,mobile,CA,58,130,1,0
294,2024-01-13 06:00:00,152.13,travel,web,CA,37,91,0,0
295,2024-01-13 07:00:00,57.64,grocery,pos,CA,75,100,0,0
296,2024-01-13 08:00:00,200.96,ecommerce,web,CA,55,78,0,1
297,2024-01-13 09:00:00,147.66,restaurant,mobile,CA,18,43,0,0
298,2024-01-13 10:00:00,193.16,restaurant,pos,CA,71,123,0,0
299,2024-01-13 11:00:00,176.67,travel,pos,CA,31,32,0,0
300,2024-01-13 12:00:00,45.39,travel,web,IN,42,140,0,0
301,2024-01-13 13:00:00,69.58,restaurant,web,CA,26,23,0,1
302,2024-01-13 14:00:00,187.26,restaurant,pos,CA,78,144,0,0
303,2024-01-13 15:00:00,174.93,restaurant,pos,CA,69,172,0,0
304,2024-01-13 16:00:00,118.12,ecommerce,pos,CA,25,2,0,0
305,2024-01-13 17:00:00,130.56,restaurant,pos,CA,33,7,0,0
306,2024-01-13 18:00:00,234.99,grocery,pos,CA,25,21,0,0
307,2024-01-13 19:00:00,66.76,restaurant,web,CA,40,186,0,0
308,2024-01-13 20:00:00,169.24,grocery,web,CA,51,95,0,0
309,2024-01-13 21:00:00,101.8,ecommerce,web,CA,35,151,0,0
310,2024-01-13 22:00:00,100.41,travel,web,CA,61,126,0,0
311,2024-01-13 23:00:00,218.89,grocery,pos,CA,32,188,1,0
312,2024-01-14 00:00:00,194.29,ecommerce,web,CA,32,121,1,0
313,2024-01-14 01:00:00,193.22,restaurant,pos,CA,40,25,1,0
314,2024-01-14 02:00:00,237.49,ecommerce,pos,CA,82,35,1,1
315,2024-01-14 03:00:00,121.89,restaurant,pos,CA,49,227,1,0
316,2024-01-14 04:00:00,181.38,ecommerce,atm,CA,49,173,1,1
317,2024-01-14 05:00:00,92.08,travel,pos,CA,50,135,1,0
318,2024-01-14 06:00:00,149.17,grocery,mobile,CA,60,197,0,0
319,2024-01-14 07:00:00,108.29,travel,pos,US,30,32,0,0
320,2024-01-14 08:00:00,128.73,fuel,web,US,26,53,0,0
321,2024-01-14 09:00:00,173.56,restaurant,mobile,CA,79,69,0,0
322,2024-01-14 10:00:00,46.36,grocery,pos,CA,74,25,0,0
323,2024-01-14 11:00:00,308.31,travel,pos,US,65,95,0,0
324,2024-01-14 12:00:00,29.46,grocery,atm,CA,60,212,0,0
325,2024-01-14 13:00:00,10.72,fuel,web,CA,84,86,0,0
326,2024-01-14 14:00:00,224.23,electronics,pos,US,49,102,0,0
327,2024-01-14 15:00:00,191.25,restaurant,pos,CA,77,77,0,0
328,2024-01-14 16:00:00,176.17,restaurant,mobile,CA,18,231,0,0
329,2024-01-14 17:00:00,176.55,ecommerce,mobile,CA,74,130,0,0
330,2024-01-14 18:00:00,118.9,restaurant,web,CA,78,86,0,0
331,2024-01-14 19:00:00,39.25,restaurant,pos,CA,25,61,0,0
332,2024-01-14 20:00:00,126.82,travel,mobile,CA,24,137,0,0
333,2024-01-14 21:00:00,59.06,restaurant,pos,CA,54,51,0,0
334,2024-01-14 22:00:00,207.76,restaurant,web,CA,59,2,0,0
335,2024-01-14 23:00:00,106.76,fuel,mobile,CA,49,173,1,0
336,2024-01-15 00:00:00,45.71,fuel,pos,CA,34,32,1,0
337,2024-01-15 01:00:00,91.08,grocery,web,CA,45,200,1,0
338,2024-01-15 02:00:00,157.16,grocery,mobile,CA,65,80,1,0
339,2024-01-15 03:00:00,69.26,restaurant,mobile,CA,71,97,1,0
340,2024-01-15 04:00:00,46.0,restaurant,pos,CA,59,75,1,0
341,2024-01-15 05:00:00,141.93,ecommerce,pos,CA,53,160,1,0
342,2024-01-15 06:00:00,142.05,grocery,pos,CA,83,8,0,0
343,2024-01-15 07:00:00,74.38,travel,pos,CA,48,224,0,0
344,2024-01-15 08:00:00,77.61,restaurant,web,CA,82,85,0,0
345,2024-01-15 09:00:00,140.88,travel,web,CA,20,217,0,0
346,2024-01-15 10:00:00,10.33,restaurant,pos,CA,30,121,0,0
347,2024-01-15 11:00:00,6.67,travel,pos,CA,48,20,0,0
348,2024-01-15 12:00:00,55.34,electronics,pos,CA,46,193,0,0
349,2024-01-15 13:00:00,100.79,travel,web,CA,74,149,0,0
350,2024-01-15 14:00:00,147.98,grocery,web,US,50,7,0,0
351,2024-01-15 15:00:00,252.78,restaurant,web,CA,70,121,0,0
352,2024-01-15 16:00:00,197.19,grocery,mobile,IN,27,122,0,0
353,2024-01-15 17:00:00,105.61,travel,mobile,GB,80,217,0,0
354,2024-01-15 18:00:00,118.29,fuel,web,CA,82,137,0,0
355,2024-01-15 19:00:00,29.77,fuel,pos,GB,19,86,0,0
356,2024-01-15 20:00:00,118.33,fuel,web,US,19,130,0,0
357,2024-01-15 21:00:00,94.02,restaurant,pos,FR,54,147,0,0
358,2024-01-15 22:00:00,149.04,ecommerce,pos,CA,19,60,0,0
359,2024-01-15 23:00:00,45.55,electronics,atm,CA,78,198,1,1
360,2024-01-16 00:00:00,166.74,travel,pos,CA,57,187,1,0
361,2024-01-16 01:00:00,257.95,ecommerce,web,CA,80,69,1,0
362,2024-01-16 02:00:00,110.21,fuel,web,CA,42,45,1,1
363,2024-01-16 03:00:00,156.15,travel,pos,CA,55,62,1,0
364,2024-01-16 04:00:00,182.11,ecommerce,pos,IN,54,138,1,0
365,2024-01-16 05:00:00,83.89,grocery,web,CA,44,123,1,0
366,2024-01-16 06:00:00,140.17,fuel,pos,CA,67,193,0,0
367,2024-01-16 07:00:00,121.13,ecommerce,pos,CA,51,26,0,0
368,2024-01-16 08:00:00,128.79,restaurant,atm,CA,61,218,0,0
369,2024-01-16 09:00:00,50.43,grocery,web,CA,21,188,0,0
370,2024-01-16 10:00:00,122.21,fuel,pos,CA,69,18,0,0
371,2024-01-16 11:00:00,164.82,electronics,pos,FR,72,59,0,0
372,2024-01-16 12:00:00,250.6,fuel,web,CA,29,149,0,0
